question,condition,faithfulness,answer_relevancy,context_precision
Who is the maternal grandfather of Princess Alexandra Of Hanover (Born 1999)?,agentic,0.5,0.0,0.0
"What is the date of death of Philibert I, Duke Of Savoy's mother?",agentic,1.0,0.6410769470446953,0.3333333333
Who is Sultan Hatun's mother-in-law?,agentic,1.0,0.820993015176942,0.0
"Which film came out first, João Da Mata or Beautiful Girls (Film)?",agentic,1.0,0.660621964170987,0.9999999999
"Which film has the director born later, Brutti Di Notte or Bir Türk'E Gönül Verdim?",agentic,0.0,0.0,0.19999999998
Where was the director of film Mark (Film) born?,agentic,0.6666666666666666,0.0,0.0
What is the place of birth of Aurelio De Laurentiis's father?,agentic,0.5,0.0,0.49999999995
Which country Count Of St. Germain's father is from?,agentic,0.5,0.5455227668755841,0.0
"Which film has the director who was born later, Budak Nafsu or The Bilingual Lover?",agentic,1.0,0.7530218917199863,0.0
Who is the paternal grandfather of Uskhal Khan Tögüs Temür?,agentic,,0.6828851933725582,0.0
"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",agentic,0.5,0.7960475531035193,0.49999999995
"Which film whose director is younger, Return Of The Hero or Home In Indiana?",agentic,0.5,0.7197924648774037,0.0
Where was the place of death of the director of film Sensational Janine?,agentic,0.0,0.0,0.19999999998
What is the date of birth of Frederick Of Liege's father?,agentic,0.6666666666666666,0.0,0.0
Who is Rostislav I Of Kiev's paternal grandfather?,agentic,0.5,0.0,0.0
Which country the director of film Hotel By The Hour is from?,agentic,0.5,0.9400317164316023,0.0
"Which film was released first, My Friend Pinto or Vindhyarani?",agentic,1.0,0.9132130315031027,0.49999999995
Which country Ronald Dewolf's father is from?,agentic,0.0,0.585989945455223,0.0
