question,ground_truth,agentic_answer,agentic_contexts,agentic_latency,agentic_n_attempts,agentic_confidence,agentic_low_conf,agentic_used_fallback,faithfulness,answer_relevancy,context_precision
"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,"The county seat of Sullivan County, New Hampshire, is Newport.","[""East Lempster, New Hampshire\n\nEast Lempster is an unincorporated community in the town of Lempster in Sullivan County, New Hampshire, United States."", ""Lempster, New Hampshire\n\nLempster is a town in Sullivan County, New Hampshire, United States.  The population was 1,154 at the 2010 census.  Settlements include the town center (Lempster village) and the village of East Lempster."", ""Sullivan County, New Hampshire\n\nSullivan County is a county located in the U.S. state of New Hampshire.  As of the 2010 census, the population was 43,742, making it the second-least populous county in New Hampshire.  Its county seat is Newport."", ""Carroll County, New Hampshire\n\nCarroll County is a county located in the state of New Hampshire, in the United States.  As of the 2010 census, the population was 47,818, making it the third-least populous county in New Hampshire.  Its county seat is Ossipee.  The county was created in 1840 and organized at Ossipee from towns removed from Strafford County.  It was named in honor of Charles Carroll of Carrollton, who had died in 1832, the last surviving signer of the United States Declaration of Independence."", ""Dover, New Hampshire\n\nDover is a city in Strafford County, New Hampshire, United States.  The population was 29,987 at the 2010 census, the largest in the New Hampshire Seacoast region.  The population was estimated at 31,153 in 2016.  It is the county seat of Strafford County, and home to Wentworth-Douglass Hospital, the Woodman Institute Museum, and the Children's Museum of New Hampshire.""]",35.70299910000176,3,0.48,True,False,1.0,0.7303692552498827,0.7555555555303703
The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Bob Seger,The rock singer's stage name was Bob Seger.,"[""Against the Wind (album)\n\nAgainst the Wind is the eleventh album by American rock singer Bob Seger and his fourth with the Silver Bullet Band.  It was released in February 1980.  It is Seger's only number-one album to date, spending six weeks at the top of the \""Billboard\"" Top LPs chart, knocking Pink Floyd's \""The Wall\"" from the top spot."", ""Bob Seger\n\nRobert Clark Seger ( , born May 6, 1945) is an American singer-songwriter, guitarist and pianist.  As a locally successful Detroit-area artist, he performed and recorded as Bob Seger and the Last Heard and Bob Seger System throughout the 1960s.  By the early 1970s, he had dropped the 'System' from his recordings and continued to strive for broader success with various other bands.  In 1973, he put together the Silver Bullet Band, with a group of Detroit-area musicians, with whom he became most successful on the national level with the album \""Live Bullet\"" (1976), recorded live with the Silver Bullet Band in 1975 at Cobo Hall in Detroit, Michigan.  In 1976, he achieved a national breakout with the studio album \""Night Moves\"".  On his studio albums, he also worked extensively with the Alabama-based Muscle Shoals Rhythm Section, which appeared on several of Seger's best-selling singles and albums."", ""Daryl Hall\n\nDaryl Franklin Hohl (born October 11, 1946), known professionally as Daryl Hall, is an American rock, R&B, and soul singer; keyboardist, guitarist, songwriter, and producer, best known as the co-founder and lead vocalist of Hall & Oates (with guitarist and songwriter John Oates)."", ""Gary Cherone\n\nGary Francis Caine Cherone ( ; born July 26, 1961) is an American rock singer and songwriter.  He is best known for his work as the lead vocalist of the Boston rock group Extreme, as well as his short stint as the lead vocalist for Van Halen on their 11th album \""Van Halen III\"" and subsequent tour.  In recent years he has released solo recordings.  In 2007, he reunited with Extreme."", ""The Beach Boys\n\nThe Beach Boys are an American rock band formed in Hawthorne, California, in 1961.  The group's original lineup consisted of brothers Brian, Dennis, and Carl Wilson; their cousin Mike Love; and their friend Al Jardine.  Distinguished by their vocal harmonies and early surf songs, they are one of the most influential acts of the rock era.  The group, led by their principal songwriter and producer Brian, pioneered novel approaches to popular music form and production, combining their affinities for jazz-based vocal groups, 1950s rock and roll, and black R&B to create their unique sound.  He later arranged his compositions for studio orchestras and explored a variety of other styles, often incorporating classical or jazz elements and unconventional recording techniques in innovative ways.""]",35.43619159999798,3,0.32,True,False,0.75,0.6436544484708637,0.99999999995
Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,Conscription,The practice of requiring only men to register for the draft was constitutional.,"[""Rostker v. Goldberg\n\nRostker v. Goldberg, 453 U.S. 57 (1981) , was a decision of the United States Supreme Court holding that the practice of requiring only men to register for the draft was constitutional.  After extensive hearings, floor debate and committee sessions on the matter, the United States Congress enacted the law, as it had previously been, to apply to men only.  Several attorneys, including Robert L. Goldberg, subsequently challenged the gender distinction as unconstitutional.  (The named defendant is Bernard D. Rostker, Director of the Selective Service System.)  In a 6-3 decision, the Supreme Court held that this gender distinction was not a violation of the equal protection component of the due process clause, and that the Act would stand as passed."", ""Conscription in the United States\n\nConscription in the United States, commonly known as the draft, has been employed by the federal government of the United States in four conflicts: the American Civil War, World War I, World War II, and the Cold War (including both the Korean and Vietnam Wars).  The third incarnation of the draft came into being in 1940 through the Selective Training and Service Act.  It was the country's first peacetime draft.  From 1940 until 1973, during both peacetime and periods of conflict, men were drafted to fill vacancies in the United States Armed Forces that could not be filled through voluntary means.  The draft was ended when the United States Armed Forces moved to an all-volunteer military force.  However, the Selective Service System remains in place as a contingency plan; all male civilians between the ages of 18 and 25 are required to register so that a draft can be readily resumed if needed."", ""Franklin D. Roosevelt's record on civil rights\n\nIn June 1941, Roosevelt issued Executive Order 8802, which created the Fair Employment Practice Committee (FEPC).  It was the most important federal move in support of the rights of African-Americans between Reconstruction and the Civil Rights Act of 1964.  The President's order stated that the federal government would not hire any person based on their race, color, creed, or national origin.  The FEPC enforced the order to ban discriminatory hiring within the federal government and in corporations that received federal contracts.  Millions of blacks and women achieved better jobs and better pay as a result.  The war brought the race issue to the forefront.  The Army and Navy had been segregated since the Civil War.  But by 1940, the African-American vote had largely shifted from Republican to Democrat, and African-American leaders like Walter Francis White of the NAACP and T. Arnold Hill of the Urban League had become recognized as part of the Roosevelt coalition.  In June 1941, at the urging of A. Philip Randolph, the leading African-American trade unionist, Roosevelt signed an executive order establishing the Fair Employment Practice Committee and prohibiting discrimination by any government agency, including the armed forces.  In practice the services, particularly the Navy and the Marines, found ways to evade this order \u2014 the Marine Corps remained all-white until 1942.  In September 1942, at Eleanor's instigation, Roosevelt met with a delegation of African-American leaders, who demanded full integration into the forces, including the right to serve in combat roles and in the Navy, the Marine Corps and the United States Army Air Forces.  Roosevelt agreed, but then did nothing to implement his promise.  It was left to his successor, Harry S. Truman, to fully desegregate the armed forces."", ""United States Army\n\nThe United States Army (USA) is the largest branch of the United States Armed Forces and performs land-based military operations.  It is one of the seven uniformed services of the United States and is designated as the Army of the United States in the United States Constitution, Article 2, Section 2, Clause 1 and United States Code, Title 10, Subtitle B, Chapter 301, Section 3001.  As the oldest and most senior branch of the U.S. military in order of precedence, the modern U.S. Army has its roots in the Continental Army, which was formed (14 June 1775) to fight the American Revolutionary War (1775\u20131783)\u2014before the United States of America was established as a country.  After the Revolutionary War, the Congress of the Confederation created the United States Army on 3 June 1784 to replace the disbanded Continental Army.  The United States Army considers itself descended from the Continental Army, and dates its institutional inception from the origin of that armed force in 1775."", ""Executive Order 10925\n\nExecutive Order 10925, signed by President John F. Kennedy on March 6, 1961, required government contractors to \""take affirmative action to ensure that applicants are employed and that employees are treated during employment without regard to their race, creed, color, or national origin.\""  It established the President's Committee on Equal Employment Opportunity (PCEEO), which was chaired by then Vice President Lyndon Johnson.  Vice Chair and Secretary of Labor Arthur Goldberg was in charge of the Committee's operations.  This first implementation of Affirmative Action was meant to give equal opportunities in the workforce to all U.S. citizens, not to give special treatment to those discriminated against.""]",18.070047500004875,1,0.5,False,False,1.0,0.5798262076602906,0.99999999995
"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?","Mondelez International, Inc.",Handi-Snacks are a snack food product line sold by Mondelez International.,"[""Mondelez International\n\nMondelez International, Inc., styled Mondel\u0113z ( ), is an American multinational confectionery, food, and beverage company based in Illinois which employs about 107,000 people around the world.  It consists of the global snack and food brands of the former Kraft Foods Inc after the October 2012 spin-off of its North American grocery operations.  The Mondelez name, adopted in 2012, was suggested by Kraft Foods employees and is derived from the words \""mundus\"" (Latin for \u201cworld\u201d) and \""delez\"" (a proxy for the word \""delicious\"")."", ""Handi-Snacks\n\nHandi-Snacks are a snack food product line sold by Mondelez International.  The common two-compartment Handi-Snack has a small spread compartment and a larger compartment for crackers; a red plastic spreader is included with crackers."", ""PepsiCo\n\nPepsiCo, Inc. is an American multinational food, snack, and beverage corporation headquartered in Purchase, New York.  PepsiCo has interests in the manufacturing, marketing, and distribution of grain-based snack foods, beverages, and other products.  PepsiCo was formed in 1965 with the merger of the Pepsi-Cola Company and Frito-Lay, Inc.  PepsiCo has since expanded from its namesake product Pepsi to a broader range of food and beverage brands, the largest of which included an acquisition of Tropicana Products in 1998 and the Quaker Oats Company in 2001, which added the Gatorade brand to its portfolio."", ""General Mills\n\nGeneral Mills, Inc., is an American multinational manufacturer and marketer of branded consumer foods sold through retail stores.  It is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis.  The company markets many well-known North American brands, including Annie's Homegrown, Betty Crocker, Yoplait, Colombo, Totino's, Pillsbury, Old El Paso, H\u00e4agen-Dazs, Cheerios, Trix, Cocoa Puffs, and Lucky Charms.  Its brand portfolio includes more than 89 other leading U.S. brands and numerous category leaders around the world."", ""Twisties\n\nTwisties are a type of cheese curl, corn-based snack food product, available mainly in Australia, and other Oceanian countries such as Papua New Guinea, New Caledonia, Vanuatu and Fiji, the Southeast Asian countries Malaysia, Thailand, Singapore and Brunei, and the island of Mauritius in the Indian Ocean.  It was launched in 1950 by the General Foods Corporation.  The brand name is owned by The Smith's Snackfood Company.  While originally an Australian-owned company, Smith's was acquired in August 1998 by Frito-Lay, the second largest producer of snack foods in Australia, which in turn is owned by American multi-national PepsiCo.  In Malaysia, Twisties is a product of Mondel\u0113z International, after having been a part of Danone and later, Kraft Foods previously.  In Thailand, the Twisties trademark is owned by Lay's, which like The Smith's Snackfood Company, is owned by PepsiCo.  In New Zealand, Malta and Italy, Twisties are marketed under different names.""]",15.952883999998448,1,0.5599999999999999,False,False,1.0,0.7522513988783843,0.99999999995
"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky,"Monica Lewinsky is a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine"" and was also a former White House intern.","[""Monica Lewinsky\n\nMonica Samille Lewinsky (born July 23, 1973) is an American activist, television personality, fashion designer, and former White House intern."", ""Their Lives\n\nTheir Lives: The Women Targeted by the Clinton Machine is a book by Candice E. Jackson.  Published by conservative publisher World Ahead Publishing on May 31, 2005, it recounts the stories of seven women who crossed paths with Bill Clinton: Monica Lewinsky, Paula Jones, Gennifer Flowers, Kathleen Willey, Elizabeth Gracen, Juanita Broaddrick, and Sally Perdue."", ""Once Upon a Secret\n\nOnce Upon a Secret: My Affair with President John F. Kennedy and Its Aftermath is a book by the former White House intern Mimi Alford in February 2012.  It contains the autobiographical account of the woman who had an affair with U.S. President John F. Kennedy towards the end of his life (from June 1962 to July 1963).  Despite its consuming influence over her life at the time, Alford managed to keep her involvement in the affair secret for nearly 50 years, until basic details were published in the 2003 Kennedy biography \""\"" by Robert Dallek."", ""William H. Ginsburg\n\nWilliam H. Ginsburg (March 25, 1943\u00a0\u2013 April 1, 2013) was an American lawyer, best known for representing former White House intern Monica Lewinsky in her controversy regarding sexual activities with President Bill Clinton in 1998."", ""Lewinsky scandal\n\nThe Lewinsky scandal was an American political sex scandal that involved 49-year-old President Bill Clinton and 22-year-old White House intern Monica Lewinsky.  The sexual relationship took place between 1995 and 1996 and came to light in 1998.  Clinton ended a televised speech with the statement that he did not have sexual relations with Lewinsky.  Further investigation led to charges of perjury and to the impeachment of President Clinton in 1998 by the U.S. House of Representatives.  He was subsequently acquitted on all impeachment charges of perjury and obstruction of justice in a 21-day Senate trial.  Clinton was held in civil contempt of court by Judge Susan Webber Wright for giving misleading testimony in the Paula Jones case regarding Lewinsky and was also fined $90,000 by Wright.  His license to practice law was suspended in Arkansas for five years; shortly thereafter, he was disbarred from presenting cases in front of the United States Supreme Court.""]",16.055534400002216,1,0.7,False,False,,0.5981803919687039,0.8874999999778125
"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?","April 1, 1949","Paul John Manafort Jr., the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump, was born on April 1, 1949.","[""Paul Manafort\n\nPaul John Manafort Jr. (born April 1, 1949) is an American lawyer, lobbyist and political consultant.  He joined Donald Trump's presidential campaign team in March 2016 and served as campaign manager from June to August 2016.  He was previously an adviser to the U.S. presidential campaigns of Republicans Gerald Ford, Ronald Reagan, George H. W. Bush, and Bob Dole.  In 1980 Manafort co-founded the Washington, D.C.-based lobbying firm Black, Manafort & Stone, along with principals Charles R. Black Jr., and Roger J. Stone.  In 1984 it was renamed Black, Manafort, Stone and Kelly (BMSK) & associates, after Peter G. Kelly was recruited."", ""Trump campaign\u2013Russian meeting\n\nOn June 9, 2016, a meeting was held in Trump Tower in New York City between three senior members of the presidential campaign of Donald TrumpDonald Trump Jr., Jared Kushner, and Paul Manafortand at least five other people, including Russian lawyer Natalia Veselnitskaya.  The meeting was arranged by publicist and long-time Trump acquantiance, Rob Goldstone on behalf of his client, singer-songwriter Emin Agalarov.  It was disclosed to U.S. government officials when Kushner filed a revised version of his security clearance form."", ""Donald Trump presidential campaign, 2000\n\nDonald Trump's presidential campaign of 2000 for the nomination of the Reform Party began when real estate magnate Donald Trump of New York announced the creation of a presidential exploratory committee on the October 7, 1999 edition of \""Larry King Live\"".  Though Trump had never held elected office, he was well known for his frequent comments on public affairs and business exploits as head of The Trump Organization.  He had previously considered a presidential run in 1988 as a Republican, but chose not to run.  For 2000, Minnesota Governor Jesse Ventura persuaded Trump to seek the presidential nomination of the Reform Party, which was fracturing despite achieving ballot access and qualifying for matching funds as a result of the 1996 presidential campaign of businessman Ross Perot.  Trump's entrance into the Reform Party race coincided with that of paleoconservative commentator Pat Buchanan, whom Trump attacked throughout the campaign as a \""Hitler-lover.\"""", ""Brad Parscale\n\nBrad Parscale (born January 3, 1976) is an American digital media and political strategist.  He served as the digital media director for Donald Trump's 2016 presidential campaign.  Parscale began working for the Trump Organization in 2011, developing and designing websites, and creating and managing digital media strategies.  In early 2015, Trump hired Parscale and his firm, Giles-Parscale, to create a website for his exploratory campaign.  When Trump declared himself a Republican candidate in 2015, one of the first people he called was Parscale, asking him to update his exploratory campaign site into a \""full-fledged presidential campaign website.\""  Throughout the Republican primary, Parscale was responsible for the Donald J. Trump for President website, as well as for digital media strategy and online fundraising campaigns.  In June 2016, Parscale was officially named digital media director for the Donald J. Trump for President campaign, overseeing all aspects of digital media and online fundraising, as well as traditional media strategy, like radio and television placements.  In January 2017, Parscale, along with another senior Trump aide, Nick Ayers, formally launched America First Policies, a non-profit organization that promotes President Trump's agenda and White House initiatives."", ""David Urban\n\nDavid Urban (born c. 1964) is an American lobbyist, political operative, and political commentator who worked on the 2016 Donald Trump presidential campaign, helping to orchestrate the 2016 Republican National Convention and serving as a senior advisor in the successful effort to win Pennsylvania.  In November 2016, it was reported that Urban was being considered as the next chair of the Republican National Committee, as well as the White House Deputy Chief of Staff, and in May 2017, it was reported that Trump was considering Urban to replace Reince Priebus as White House Chief of Staff.""]",36.41220040000189,3,0.36,True,False,1.0,0.5897012143407788,0.9999999999
"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",1866,"The novel ""Crime and Punishment"" by Dostoyevsky, which the 2004 motion picture ""Nina"" was based on, was not mentioned in the provided context as having a specific publication year. However, it is stated that the 2004 motion picture ""Nina"" was based on this novel.","[""Louren\u00e7o Mutarelli\n\nIn addition to comic books, Mutarelli has also created plays, books, and all the illustration and animated sequences of the 2004 motion picture \""Nina\"", which was based on the novel \""Crime and Punishment\"" by Dostoyevsky."", ""Macbeth\n\nMacbeth ( ; full title The Tragedy of Macbeth) is a tragedy by William Shakespeare; it is thought to have been first performed in 1606.  It dramatises the damaging physical and psychological effects of political ambition on those who seek power for its own sake.  Of all the plays that Shakespeare wrote during the reign of James I, who was patron of Shakespeare's acting company, \""Macbeth\"" most clearly reflects the playwright's relationship with his sovereign.  It was first published in the Folio of 1623, possibly from a prompt book, and is Shakespeare's shortest tragedy."", ""4 a.m. (novel)\n\n4 a.m. is the debut novel of Scottish author Nina de la Mer.  It was first published in the UK on 26 August 2011 by Brighton-based publishing house Myriad Editions.  The novel draws on the author's personal experiences and research, covering rave culture of the 90s and peacetime life in the British Army."", ""Arthur Conan Doyle\n\nSir Arthur Ignatius Conan Doyle KStJ, DL (22 May 1859 \u2013 7 July 1930) was a British writer best known for his detective fiction featuring the character Sherlock Holmes.  Originally a physician, in 1887 he published \""A Study in Scarlet\"", the first of four novels about Holmes and Dr. Watson.  In addition, Doyle wrote over fifty short stories featuring the famous detective."", ""Kurt Vonnegut\n\nKurt Vonnegut Jr. ( ; November 11, 1922April 11, 2007) was an American writer.  In a career spanning over 50 years, Vonnegut published 14 novels, three short story collections, five plays, and five works of non-fiction.  He is most famous for his darkly satirical, best-selling novel \""Slaughterhouse-Five\"" (1969).""]",36.10046719999809,3,0.36,True,False,1.0,0.5618003837151319,0.0
Where are Teide National Park and Garajonay National Park located?,"Canary Islands, Spain","Teide National Park is located in Tenerife (Canary Islands, Spain), while Garajonay National Park is located on the island of La Gomera.","[""Teide National Park\n\nTeide National Park (Spanish: \""Parque nacional del Teide\"" , ] ) is a national park located in Tenerife (Canary Islands, Spain)."", ""Garajonay National Park\n\nGarajonay National Park (Spanish: \""Parque nacional de Garajonay\"" , ] ) is located in the center and north of the island of La Gomera, one of the Canary Islands (Spain).  It was declared a national park in 1981 and a World Heritage Site by UNESCO in 1986.  It occupies 40 km (15 sq mi) and it extends into each of the six municipalities on the island."", ""Hermigua\n\nHermigua is a town and a municipality in the northeastern part of La Gomera in the province of Santa Cruz de Tenerife of the Canary Islands, Spain.  It is located 12\u00a0km northwest of the island's capital, San Sebasti\u00e1n de la Gomera.  The Garajonay National Park covers the southern part of the municipality."", ""Training centre for release of the Atma-energy\n\nTraining centre for release of the Atma-energy (German: \""Trainingszentrum zur Freisetzung der Atmaenergie\""), also known as \""Atman Foundation\"", was a new religious movement active mainly on the island of Tenerife and in Germany.  This sect was originally a splinter group of the Brahma Kumaris and is known for a police and media scare in which an alleged attempt to commit ritual suicide took place in Teide National Park in Tenerife.  The group believed in the end of the world but according to the religious studies scholar Georg Schmid and the sociologist Massimo Introvigne had no intention of collective suicide."", ""Roque Cinchado\n\nThe Roque Cinchado is a rock formation, regarded as emblematic of the island of Tenerife (Canary Islands, Spain).  It lies within the Teide National Park (a World Heritage Site) in the municipality of La Orotava, near the volcano of the same name, in the heart of the island.  The Roque Cinchado is one of the largest in the world by altitude, for the entire park totals more than 2000 metres.""]",18.08530349999637,1,0.64,False,False,1.0,0.9999999999997072,0.94999999997625
How many copies of Roald Dahl's variation on a popular anecdote sold?,250 million,"Based on partial evidence: There is no information in the context about the sales figures of ""Mrs. Bixby and the Colonel's Coat"".","[""Mrs. Bixby and the Colonel's Coat\n\n\""Mrs. Bixby and the Colonel's Coat\"" is a short story by Roald Dahl that first appeared in the 1959 issue of \""Nugget\"".  The story is Dahl's variation on a popular anecdote dating back at least to 1939: a married woman receives a glamorous mink coat from a man with whom she had an affair.  She hopes to sneak the coat into her home without arousing her husband's suspicions, but soon discovers that her husband has plans of his own."", ""Roald Dahl\n\nRoald Dahl ( , ] ; 13 September 1916 \u2013 23 November 1990) was a British novelist, short story writer, poet, screenwriter, and fighter pilot.  His books have sold more than 250 million copies worldwide."", ""The Best of Roald Dahl\n\nThe Best of Roald Dahl is a collection of 25 of Roald Dahl's short stories.  The first edition was published in 1978."", ""Roald Dahl's Willy Wonka (musical)\n\nRoald Dahl's Willy Wonka is a musical that combines elements of both Roald Dahl's book \""Charlie and the Chocolate Factory\"" and of the 1971 movie \""Willy Wonka & the Chocolate Factory\"" with newly created material.  The musical has several versions: the original version which premiered in 2004, the Junior version, the Kids version, and the Theatre for Young Audiences version.  All are owned by Music Theatre International, the company that owns the Willy Wonka license."", ""The Collected Short Stories of Roald Dahl\n\nThe Collected Short Stories of Roald Dahl is a 1991 short story collection for adults by Roald Dahl.  The collection, containing tales of macabre malevolence, comprises many of Dahl's stories seen in the television series \""Tales of the Unexpected\"" and previously collected in \""Someone Like You\"" (1953), \""Kiss, Kiss\"" (1960), \""Twenty-Nine Kisses from Roald Dahl\"" (1969), \""Ppo poo face\"" (1974), and \""\"" (1989).""]",37.61774020000303,3,0.42,True,True,1.0,0.5644731904042035,0.49999999995
What occupation do Chris Menges and Aram Avakian share?,director,Chris Menges and Aram Avakian are both film directors.,"[""Aram Avakian\n\nAram A. Avakian (April 23, 1926 \u2013 January 17, 1987) was an Armenian-American film editor and director.  His work in the latter role includes \""Jazz on a Summer's Day\"" (1960) and the indie film \""End of the Road\"" (1970)."", ""Chris Menges\n\nChris Menges BSC, ASC (born 15 September 1940) is an English cinematographer and film director.  He is a member of both the American and British Societies of Cinematographers."", ""A World Apart (film)\n\nA World Apart is a 1988 anti-Apartheid drama, written by Shawn Slovo and directed by Chris Menges.  It is based on the lives of Slovo's parents, Ruth First and Joe Slovo.  The film was a co-production between companies from the UK and Zimbabwe, where the movie was filmed.  It features Hans Zimmer's first non-collaborative film score."", ""Cops and Robbers (1973 film)\n\nCops and Robbers is a 1973 crime comedy film directed by Aram Avakian with an original screenplay by Donald E. Westlake which Westlake subsequently expanded into a novel.  The film stars Cliff Gorman as Tom and Joseph Bologna as Joe."", ""11 Harrowhouse\n\n11 Harrowhouse is a 1974 British film directed by Aram Avakian.  It was adapted by Charles Grodin based upon the novel by Gerald A. Browne with the screenplay by Jeffrey Bloom.  It stars Charles Grodin, Candice Bergen, James Mason, Trevor Howard and John Gielgud.""]",14.881762599994545,1,0.7,False,False,1.0,0.4427790668430482,0.5888888888692593
Andrew Jaspan was the co-founder of what not-for-profit media outlet?,The Conversation,"Andrew Jaspan was the co-founder of ""The Conversation"", an independent not-for-profit website of analysis and news from the university and research sector.","[""Andrew Jaspan\n\nAndrew Jaspan, (b. 20 April 1952) British-Australian journalist, the co-founder of \""The Conversation\"", an independent not-for-profit website of analysis and news from the university and research sector\u200a and its Editor-in-Chief from The Conversation's launch in March 2011 until March 2017."", ""The Conversation (website)\n\nThe Conversation is an independent, not-for-profit media outlet that uses content sourced from the academic and research community.  Since the Australian website's launch in March 2011, it has expanded into six editions, with the addition of a United Kingdom (UK) version in 2013, United States (US) in 2014, Africa in May 2015, France in September 2015, and Global in September 2016.  \""The Conversation\"" publishes all content under a Creative Commons license and, as of May 2017, reports a monthly online audience of 5.2 million users onsite, and a reach of 35 million people through creative commons republication."", ""Chicago Public Media\n\nChicago Public Media is a not-for-profit media company that operates as the primary National Public Radio member organization for Chicago.  It owns three non-commercial educational FM broadcast stations and one FM translator, and produces the programs \""Wait Wait... Don't Tell Me! \"" for NPR stations, \""This American Life\"" which is self-distributed but uses PRX for distribution to other radio stations, and \""Sound Opinions\"" for PRX.  CPM is based at Navy Pier in Chicago."", ""AXN\n\nAXN is a pay television, cable and satellite television channel owned by Sony Pictures Television, which was first launched on May 22, 1997.  The network is now spread across several parts of the world, including Europe, Japan, other parts of Asia and Latin America.  Funded through advertising and subscription fees, AXN delivers 24 hours a day of action and crime TV series, movies, animations and adventure-reality and lifestyle sports programmes.  In the United States, AXN was used as a brand name for the streaming of Sony's television library on streaming service Joost before it shut down in 2012."", ""EvidenceNetwork.ca\n\nEvidenceNetwork.ca creates media content on public policy topics for publication in the mainstream media and links journalists with policy experts to provide access to non-partisan, evidence-based information.  According to their annual reports, they have published hundreds of original articles in every major media outlet in Canada every year since 2011, reprinted over 3700 times across media outlets All of their content carries a Creative Commons license.""]",33.9365781000015,3,0.44,True,False,1.0,0.4956809131318491,0.99999999995
Which American film director hosted the 18th Independent Spirit Awards in 2002?,John Waters,John Waters hosted the 18th Independent Spirit Awards in 2002.,"[""18th Independent Spirit Awards\n\nThe 2002 Independent Spirit Awards, honoring the best in independent filmmaking for 2002, were announced on March 22, 2003.  It was hosted by John Waters."", ""John Waters\n\nJohn Samuel Waters Jr. (born April 22, 1946) is an American film director, screenwriter, author, actor, stand-up comedian, journalist, visual artist, and art collector, who rose to fame in the early 1970s for his transgressive cult films."", ""David Ayer\n\nDavid Ayer (born January 18, 1968) is an American film director, producer, and screenwriter.  He is best known for being the writer of \""Training Day\"" (2001), and the director and writer of \""Harsh Times\"" (2005), \""Street Kings\"" (2008), \""End of Watch\"" (2012), \""Sabotage\"" (2014), \""Fury\"" (2014), and \""Suicide Squad\"" (2016)."", ""James Franco\n\nJames Edward Franco (born April 19, 1978) is an American actor, director, screenwriter, and producer.  For his role in \""127 Hours\"" (2010), Franco was nominated for an Academy Award for Best Actor.  He is known for his roles in live-action films such as \""Milk\"" (2008), \""Pineapple Express\"" (2008), \""Rise of the Planet of the Apes\"" (2011), \""Spring Breakers\"" (2012), \""Oz the Great and Powerful\"" (2013), \""This Is the End\"" (2013), \"" The Disaster Artist\"" (2017), and Sam Raimi's \""Spider-Man\"" trilogy, while also voicing characters in the animated films \""The Little Prince\"" (2015) and \""Sausage Party\"" (2016)."", ""Independent Spirit Awards\n\nThe Film Independent Spirit Awards (abbreviated \""Spirit Awards\"" and originally known as the FINDIE or Friends of Independents Awards), founded in 1984, are awards dedicated to independent filmmakers.  Winners were typically presented with acrylic glass pyramids containing suspended shoestrings representing the paltry budgets of independent films.  Since 2006, winners have received a trophy depicting a bird with its wings spread sitting atop of a pole with the shoestrings from the previous design wrapped around the pole.""]",30.28969280000456,2,0.5599999999999999,False,False,1.0,0.908322675955354,0.9999999999
Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,"The Flamingo Hotel in Las Vegas, Nevada.","[""Why Is There Air?\n\nWhy Is There Air?  (1965) is Bill Cosby's third album.  It was recorded at the Flamingo Hotel in Las Vegas, Nevada.  It won the 1966 Grammy Award for Best Comedy Album."", ""Flamingo Las Vegas\n\nFlamingo Las Vegas (formerly The Fabulous Flamingo and Flamingo Hilton Las Vegas) is a hotel and casino located on the Las Vegas Strip in Paradise, Nevada.  It is owned and operated by Caesars Entertainment Corporation."", ""2012 Ms. Olympia\n\nThe 2012 Ms. Olympia contest was an IFBB professional bodybuilding competition and part of Joe Weider's Olympia Fitness & Performance Weekend 2012 was held on September 28, 2012, at the South Hall in the Las Vegas Convention Center in Winchester, Nevada and in the Orleans Arena at The Orleans Hotel and Casino in Paradise, Nevada.  It was the 33rd Ms. Olympia competition held.  Other events at the exhibition included the 212 Olympia Showdown,"", ""Bill Cosby Is a Very Funny Fellow...Right!\n\nBill Cosby is a Very Funny Fellow...Right!  is the debut album release by Bill Cosby.  It was recorded live at the nightclub The Bitter End in New York City's Greenwich Village during early 1963.  The album includes three sketches about Noah."", ""Walt Disney World Dolphin\n\nThe Walt Disney World Dolphin is a resort hotel designed by architect Michael Graves located between Epcot and Disney's Hollywood Studios in the Walt Disney World Resort in Bay Lake, Florida, next to Disney's BoardWalk Resort area.  It opened on June 1, 1990 and is joined to its sister hotel, the Walt Disney World Swan (also designed by Graves) by a palm-tree lined covered walkway crossing a lagoon.  The Walt Disney World Swan and Dolphin is a joint venture between the Walt Disney Company, Tishman Hotel Corporation, MetLife and Starwood Hotels and Resorts.  The land the resort occupies is owned by the Walt Disney Company, while the buildings themselves are leased by Disney to the Tishman Hotel Corporation and MetLife but operated by Starwood Hotels & Resorts Worldwide under the Sheraton Hotels brand.  The Walt Disney World Swan and Dolphin are a part of the Walt Disney Collection of resorts; because of this they are Disney branded and guests of the resort have access to special Disney benefits available to Disney Resort Hotel guests only.""]",34.079690499995195,3,0.4,True,False,1.0,0.5949964678300803,0.99999999995
